source	extracted_bacteria	is_present
https://www.nature.com/articles/npre.2010.5006.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.5006.1	Staphylococcus aureus	False
https://www.nature.com/articles/npre.2010.5006.1	Clostridium difficile	False
https://www.nature.com/articles/npre.2010.5006.1	Salmonella enterica	False
https://www.nature.com/articles/npre.2010.5006.1	Bacteroides fragilis	False
https://www.nature.com/articles/npre.2010.5006.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.5006.1	Lactobacillus	False
https://www.nature.com/articles/npre.2010.5006.1	Streptococcus	False
https://www.nature.com/articles/npre.2010.5006.1	Bacteroides fragilis	False
https://www.nature.com/articles/npre.2010.5006.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.5006.1	Lactobacillus acidophilus	False
https://www.nature.com/articles/npre.2010.5006.1	Streptococcus mutans	False
https://www.nature.com/articles/npre.2010.5006.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.5006.1	Lactobacillus plantarum	False
https://www.nature.com/articles/npre.2010.5006.1	Streptococcus mutans	False
https://www.nature.com/articles/npre.2010.5006.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.5006.1	Streptococcus pneumoniae	False
https://www.nature.com/articles/npre.2010.5006.1	Lactobacillus plantarum	False
https://www.nature.com/articles/npre.2010.5006.1	Pseudomonas aeruginosa	False
https://www.nature.com/articles/npre.2010.5006.1	Bacteroides fragilis	False
https://www.nature.com/articles/npre.2010.5006.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.5006.1	Clostridium difficile	False
https://www.nature.com/articles/npre.2010.5006.1	Lactobacillus	False
https://www.nature.com/articles/npre.2010.5006.1	Bifidobacterium	False
https://www.nature.com/articles/npre.2010.5006.1	Mycobacterium avium subsp. paratuberculosis	False
https://www.nature.com/articles/npre.2010.5006.1	Mycobacterium avium subsp. paratuberculosis	False
https://www.nature.com/articles/npre.2010.5006.1	Bacteroides fragilis	False
https://www.nature.com/articles/npre.2010.5006.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.5006.1	Lactobacillus reuteri	False
https://www.nature.com/articles/npre.2010.5006.1	Streptococcus mutans	False
https://www.nature.com/articles/npre.2010.4958.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.4958.1	Staphylococcus aureus	False
https://www.nature.com/articles/npre.2010.4958.1	Clostridium difficile	False
https://www.nature.com/articles/npre.2010.4958.1	Salmonella enterica	False
https://www.nature.com/articles/npre.2010.4958.1	Bacteroides fragilis	False
https://www.nature.com/articles/npre.2010.4958.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.4958.1	Lactobacillus	False
https://www.nature.com/articles/npre.2010.4958.1	Streptococcus	False
https://www.nature.com/articles/npre.2010.4958.1	Bacteroides fragilis	False
https://www.nature.com/articles/npre.2010.4958.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.4958.1	Lactobacillus acidophilus	False
https://www.nature.com/articles/npre.2010.4958.1	Streptococcus mutans	False
https://www.nature.com/articles/npre.2010.4958.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.4958.1	Lactobacillus plantarum	False
https://www.nature.com/articles/npre.2010.4958.1	Streptococcus mutans	False
https://www.nature.com/articles/npre.2010.4958.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.4958.1	Streptococcus pneumoniae	False
https://www.nature.com/articles/npre.2010.4958.1	Lactobacillus plantarum	False
https://www.nature.com/articles/npre.2010.4958.1	Pseudomonas aeruginosa	False
https://www.nature.com/articles/npre.2010.4958.1	Bacteroides fragilis	False
https://www.nature.com/articles/npre.2010.4958.1	Escherichia coli	False
https://www.nature.com/articles/npre.2010.4958.1	Clostridium difficile	False
https://www.nature.com/articles/npre.2010.4958.1	Lactobacillus	False
https://www.nature.com/articles/npre.2010.4958.1	Bifidobacterium	False
